RECOMMANDATION,VID
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1095
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1096
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0036', 'OFF0004', 'OFF0008']}",1097
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",1098
"{'Offer': ['OFF0020', 'OFF0027', 'OFF0036', 'OFF0026', 'OFF0009']}",1099
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1100
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0020', 'OFF0022']}",1101
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1102
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0001']}",1103
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0022', 'OFF0026', 'OFF0024']}",1104
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0007', 'OFF0022']}",1105
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",1106
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0005', 'OFF0026', 'OFF0009']}",1107
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1108
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1109
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1110
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1111
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0009', 'OFF0024', 'OFF0005']}",1112
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1113
"{'Offer': ['OFF0007', 'OFF0022', 'OFF0024', 'OFF0005', 'OFF0006']}",1114
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1115
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",1116
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1117
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1118
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1119
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",1120
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1121
"{'Offer': ['OFF0031', 'OFF0007', 'OFF0006', 'OFF0009', 'OFF0022']}",1122
"{'Offer': ['OFF0020', 'OFF0016', 'OFF0023', 'OFF0024', 'OFF0022']}",1123
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1124
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0013', 'OFF0015', 'OFF0005']}",1125
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0006', 'OFF0001', 'OFF0004']}",1126
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0020', 'OFF0022']}",1127
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1128
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0004']}",1129
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1130
"{'Offer': ['OFF0013', 'OFF0005', 'OFF0020', 'OFF0007', 'OFF0006']}",1131
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0016', 'OFF0022']}",1132
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1133
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1134
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1135
"{'Offer': ['OFF0007', 'OFF0008', 'OFF0009', 'OFF0004', 'OFF0005']}",1136
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1137
"{'Offer': ['OFF0027', 'OFF0020', 'OFF0026', 'OFF0040', 'OFF0009']}",1138
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",1139
"{'Offer': ['OFF0016', 'OFF0038', 'OFF0008', 'OFF0001', 'OFF0007']}",1140
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",1141
"{'Offer': ['OFF0027', 'OFF0007', 'OFF0023', 'OFF0026', 'OFF0009']}",1142
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1143
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1144
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1145
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1146
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1147
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1148
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0005', 'OFF0013']}",1149
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0013', 'OFF0017']}",1150
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0027', 'OFF0026', 'OFF0009']}",1151
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0001']}",1152
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1153
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1154
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1155
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0007']}",1156
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1157
"{'Offer': ['OFF0016', 'OFF0007', 'OFF0005', 'OFF0006', 'OFF0009']}",1158
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",1159
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",1160
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1161
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1162
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0020', 'OFF0001', 'OFF0006']}",1163
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0005', 'OFF0006']}",1164
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",1165
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0001']}",1166
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1167
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0011', 'OFF0019', 'OFF0013']}",1168
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1169
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1170
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0023', 'OFF0006', 'OFF0024']}",1171
"{'Offer': ['OFF0007', 'OFF0038', 'OFF0005', 'OFF0006', 'OFF0004']}",1172
"{'Offer': ['OFF0031', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1173
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1174
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0016']}",1175
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0016']}",1176
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0013', 'OFF0008']}",1177
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0013', 'OFF0015', 'OFF0005']}",1178
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1179
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1180
"{'Offer': ['OFF0010', 'OFF0004', 'OFF0005', 'OFF0022', 'OFF0008']}",1181
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1182
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1183
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1184
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1185
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0022', 'OFF0006', 'OFF0024']}",1186
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",1187
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0005', 'OFF0006', 'OFF0009']}",1188
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0007']}",1189
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1190
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1191
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",1192
"{'Offer': ['OFF0027', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0026']}",1193
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0005']}",1194
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1195
"{'Offer': ['OFF0007', 'OFF0036', 'OFF0005', 'OFF0006', 'OFF0004']}",1196
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1197
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0008']}",1198
"{'Offer': ['OFF0029', 'OFF0027', 'OFF0026', 'OFF0007', 'OFF0006']}",1199
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0007', 'OFF0001', 'OFF0006']}",1200
"{'Offer': ['OFF0010', 'OFF0022', 'OFF0024', 'OFF0004', 'OFF0005']}",1201
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1202
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0007']}",1203
"{'Offer': ['OFF0010', 'OFF0020', 'OFF0022', 'OFF0004', 'OFF0023']}",1204
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1205
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",1206
"{'Offer': ['OFF0016', 'OFF0005', 'OFF0007', 'OFF0006', 'OFF0004']}",1207
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1208
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0007', 'OFF0022']}",1209
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1210
"{'Offer': ['OFF0016', 'OFF0036', 'OFF0019', 'OFF0017', 'OFF0004']}",1211
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0009']}",1212
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1213
"{'Offer': ['OFF0023', 'OFF0024', 'OFF0001', 'OFF0021', 'OFF0022']}",1214
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0005']}",1215
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1216
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0004', 'OFF0022']}",1217
"{'Offer': ['OFF0007', 'OFF0022', 'OFF0024', 'OFF0010', 'OFF0025']}",1218
"{'Offer': ['OFF0005', 'OFF0027', 'OFF0026', 'OFF0006', 'OFF0009']}",1219
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0019', 'OFF0006']}",1220
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0019', 'OFF0004', 'OFF0005']}",1221
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0008']}",1222
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0005', 'OFF0006', 'OFF0009']}",1223
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1224
"{'Offer': ['OFF0027', 'OFF0005', 'OFF0023', 'OFF0006', 'OFF0026']}",1225
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",1226
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1227
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0010', 'OFF0024', 'OFF0005']}",1228
"{'Offer': ['OFF0020', 'OFF0005', 'OFF0023', 'OFF0024', 'OFF0022']}",1229
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0027', 'OFF0009']}",1230
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0022', 'OFF0006', 'OFF0024']}",1231
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0036', 'OFF0022']}",1232
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1233
"{'Offer': ['OFF0007', 'OFF0036', 'OFF0022', 'OFF0024', 'OFF0008']}",1234
"{'Offer': ['OFF0007', 'OFF0036', 'OFF0008', 'OFF0005', 'OFF0006']}",1235
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1236
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0005']}",1237
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0005', 'OFF0026', 'OFF0009']}",1238
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",1239
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0005', 'OFF0026', 'OFF0009']}",1240
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0006']}",1241
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0010', 'OFF0005', 'OFF0006']}",1242
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0004']}",1243
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1244
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1245
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1246
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1247
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1248
"{'Offer': ['OFF0010', 'OFF0004', 'OFF0021', 'OFF0022', 'OFF0008']}",1249
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0001']}",1250
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1251
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1252
"{'Offer': ['OFF0015', 'OFF0020', 'OFF0005', 'OFF0004', 'OFF0013']}",1253
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0006', 'OFF0004', 'OFF0027']}",1254
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1255
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1256
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1257
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0022', 'OFF0006', 'OFF0024']}",1258
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1259
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1260
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0001', 'OFF0006', 'OFF0008']}",1261
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1262
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0020', 'OFF0026', 'OFF0009']}",1263
"{'Offer': ['OFF0016', 'OFF0005', 'OFF0004', 'OFF0022', 'OFF0008']}",1264
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1265
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0021', 'OFF0024', 'OFF0006']}",1266
"{'Offer': ['OFF0031', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0001']}",1267
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1268
"{'Offer': ['OFF0007', 'OFF0022', 'OFF0024', 'OFF0005', 'OFF0006']}",1269
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1270
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1271
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0009', 'OFF0005', 'OFF0006']}",1272
"{'Offer': ['OFF0020', 'OFF0036', 'OFF0022', 'OFF0007', 'OFF0004']}",1273
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1274
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0020', 'OFF0022']}",1275
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0004']}",1276
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1277
"{'Offer': ['OFF0020', 'OFF0036', 'OFF0013', 'OFF0022', 'OFF0015']}",1278
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1279
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1280
"{'Offer': ['OFF0005', 'OFF0001', 'OFF0006', 'OFF0016', 'OFF0008']}",1281
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0036', 'OFF0004', 'OFF0008']}",1282
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1283
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1284
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0028']}",1285
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0009']}",1286
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1287
"{'Offer': ['OFF0010', 'OFF0020', 'OFF0004', 'OFF0005', 'OFF0008']}",1288
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1289
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",1290
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0008']}",1291
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0009', 'OFF0008']}",1292
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",1293
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1294
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1295
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1296
"{'Offer': ['OFF0036', 'OFF0008', 'OFF0040', 'OFF0009', 'OFF0004']}",1297
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1298
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1299
"{'Offer': ['OFF0029', 'OFF0008', 'OFF0001', 'OFF0007', 'OFF0005']}",1300
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1301
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0013', 'OFF0017']}",1302
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",1303
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1304
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",1305
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1306
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1307
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1308
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1309
"{'Offer': ['OFF0023', 'OFF0024', 'OFF0022', 'OFF0027', 'OFF0010']}",1310
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1311
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1312
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0021', 'OFF0009']}",1313
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1314
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1315
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1316
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1317
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1318
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1319
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",1320
"{'Offer': ['OFF0020', 'OFF0027', 'OFF0024', 'OFF0022', 'OFF0026']}",1321
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1322
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0007', 'OFF0022']}",1323
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0016']}",1324
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0022']}",1325
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0016', 'OFF0024', 'OFF0005']}",1326
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0009', 'OFF0005', 'OFF0006']}",1327
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1328
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",1329
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1330
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0007']}",1331
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1332
"{'Offer': ['OFF0027', 'OFF0026', 'OFF0021', 'OFF0009', 'OFF0023']}",1333
"{'Offer': ['OFF0007', 'OFF0021', 'OFF0022', 'OFF0024', 'OFF0005']}",1334
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0023']}",1335
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",1336
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1337
"{'Offer': ['OFF0027', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0026']}",1338
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1339
"{'Offer': ['OFF0029', 'OFF0020', 'OFF0013', 'OFF0015', 'OFF0005']}",1340
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1341
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",1342
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",1343
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",1344
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0020']}",1345
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1346
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0004', 'OFF0022']}",1347
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1348
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0006', 'OFF0001', 'OFF0027']}",1349
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1350
"{'Offer': ['OFF0016', 'OFF0027', 'OFF0026', 'OFF0007', 'OFF0006']}",1351
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1352
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1353
"{'Offer': ['OFF0007', 'OFF0022', 'OFF0010', 'OFF0024', 'OFF0006']}",1354
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0021']}",1355
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1356
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0020', 'OFF0006', 'OFF0004']}",1357
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1358
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",1359
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1360
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0013', 'OFF0017']}",1361
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0009']}",1362
